x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
0.107262,0.000271,0.031200,0.050028,0.011212,0.274231,0.000009,0.445061,0.728748,0.961208,5.737487
0.645772,0.970940,0.741846,0.372821,0.279979,0.653626,0.297470,0.034993,0.120077,0.141838,16.061967
0.456928,0.932246,0.983283,0.914566,0.120325,0.636710,0.952425,0.792763,0.880291,0.932043,24.372334
0.724809,0.455245,0.886440,0.694919,0.273135,0.022559,0.563231,0.063284,0.691802,0.215476,20.343348
0.397539,0.377425,0.037161,0.432488,0.465702,0.175023,0.013269,0.897408,0.656610,0.959429,16.600856
0.718871,0.202699,0.267284,0.671243,0.963190,0.188070,0.689675,0.810354,0.995837,0.044123,15.928245
0.563212,0.856998,0.558944,0.702947,0.791964,0.715569,0.742526,0.286517,0.088416,0.367297,21.583080
0.373267,0.901821,0.726199,0.540767,0.320711,0.639314,0.407002,0.580212,0.372110,0.983513,15.613505
0.767313,0.147633,0.672658,0.889429,0.675711,0.407826,0.961386,0.086446,0.253200,0.137641,17.635220
0.450769,0.539212,0.680338,0.889741,0.343454,0.918299,0.982714,0.145050,0.341650,0.632697,17.524283
0.744794,0.851098,0.573693,0.977232,0.792278,0.824686,0.396350,0.823443,0.880723,0.990504,21.805744
0.575465,0.254717,0.550449,0.942290,0.739711,0.684011,0.787724,0.489180,0.325487,0.836469,17.285811
0.373322,0.936928,0.523121,0.819361,0.219071,0.351134,0.407998,0.751566,0.106427,0.640469,16.390112
0.895234,0.188331,0.000596,0.793594,0.504511,0.107801,0.144356,0.072207,0.950111,0.241833,21.043517
0.406120,0.825232,0.541967,0.096587,0.814494,0.023506,0.031097,0.121076,0.185714,0.776068,14.451142
0.951013,0.421918,0.357514,0.403001,0.697819,0.300215,0.387747,0.208448,0.428524,0.589691,17.779088
0.478439,0.614803,0.041875,0.491333,0.031518,0.319632,0.031040,0.700632,0.861175,0.383755,16.808590
0.688591,0.620232,0.351055,0.971362,0.490308,0.027328,0.038672,0.487448,0.905875,0.474872,22.237412
0.543735,0.082965,0.724279,0.715608,0.922311,0.454686,0.749052,0.241379,0.984000,0.034342,13.550113
0.854642,0.216555,0.410607,0.010294,0.128384,0.862717,0.780835,0.935538,0.444430,0.502073,8.008815
0.463180,0.697131,0.388178,0.924980,0.653702,0.048715,0.585661,0.698217,0.491099,0.902262,21.099609
0.290287,0.331416,0.109675,0.154796,0.837374,0.199123,0.486247,0.005692,0.775740,0.806803,12.332514
0.905410,0.772463,0.043875,0.182678,0.340070,0.683033,0.845538,0.228733,0.444666,0.700780,16.182730
0.139205,0.740356,0.946672,0.562771,0.438097,0.366676,0.698921,0.020538,0.525175,0.693812,14.746139
0.634832,0.106328,0.473658,0.278902,0.557282,0.422255,0.065175,0.262776,0.948662,0.357643,5.868060
0.906616,0.875533,0.121011,0.161995,0.570421,0.664641,0.446102,0.996520,0.373317,0.263007,14.683241
0.066819,0.789998,0.185510,0.413256,0.559667,0.232248,0.147387,0.133215,0.701474,0.011194,12.197622
0.112753,0.665911,0.585573,0.008857,0.880385,0.137062,0.920732,0.860586,0.801225,0.188667,7.622366
0.474760,0.478734,0.099047,0.387858,0.633397,0.541403,0.803870,0.146112,0.126956,0.509868,17.051049
0.513385,0.987362,0.566157,0.247068,0.753414,0.839771,0.361723,0.225342,0.262468,0.059673,16.035571
0.431871,0.870669,0.780632,0.027665,0.671656,0.930780,0.390776,0.606437,0.866935,0.748609,15.423459
0.790468,0.888744,0.646041,0.755430,0.157285,0.598979,0.287628,0.773099,0.432742,0.030914,17.801632
0.066334,0.084843,0.891650,0.145564,0.641400,0.369521,0.393267,0.464507,0.806811,0.917111,7.498894
0.327088,0.308142,0.948496,0.511440,0.386094,0.871159,0.688452,0.695250,0.923454,0.605205,15.350324
0.661009,0.573988,0.469328,0.090988,0.489676,0.342410,0.516998,0.631366,0.251593,0.268212,12.558066
0.513518,0.313052,0.905811,0.907218,0.566015,0.348513,0.306348,0.825735,0.517672,0.411539,20.852772
0.263910,0.423848,0.659111,0.768314,0.890550,0.139278,0.769909,0.295015,0.687103,0.361487,15.235891
0.798031,0.581749,0.173416,0.724593,0.876146,0.638595,0.205734,0.789945,0.830389,0.183078,23.463089
0.647477,0.496956,0.245634,0.484343,0.270740,0.568189,0.537409,0.146340,0.605984,0.252536,17.755226
0.983868,0.003267,0.188928,0.934122,0.927806,0.454761,0.990854,0.583584,0.277092,0.567454,15.634025
0.199190,0.050993,0.427707,0.981697,0.595272,0.476368,0.386885,0.119445,0.181105,0.361335,13.322951
0.847175,0.277356,0.548491,0.268414,0.783871,0.925748,0.686724,0.204893,0.891312,0.566567,13.062375
0.009856,0.337606,0.624360,0.277174,0.429803,0.230488,0.618312,0.570617,0.266736,0.552616,5.644292
0.553710,0.316718,0.219872,0.805710,0.825119,0.203141,0.616297,0.954473,0.091178,0.740456,18.504180
0.978672,0.269729,0.486257,0.095684,0.845382,0.220973,0.459507,0.165643,0.173543,0.220342,13.138971
0.308494,0.579638,0.599716,0.386703,0.213388,0.100367,0.081997,0.712425,0.442528,0.739164,10.921075
0.384476,0.615053,0.380163,0.541265,0.271723,0.881806,0.491520,0.789588,0.523935,0.322080,12.439909
0.838219,0.606554,0.372961,0.703456,0.600954,0.698929,0.377664,0.788070,0.207131,0.314212,20.367016
0.405102,0.248766,0.290679,0.230895,0.600436,0.469713,0.024276,0.935266,0.244073,0.697581,7.586540
0.388870,0.345184,0.380971,0.490957,0.724178,0.909188,0.089461,0.254926,0.228557,0.366595,13.437325
0.997099,0.478531,0.168542,0.853647,0.645009,0.599105,0.810142,0.845903,0.979161,0.364572,23.962235
0.915850,0.092377,0.695313,0.050065,0.079255,0.932010,0.453101,0.293153,0.858500,0.278513,3.853323
0.915963,0.229089,0.311598,0.520508,0.231816,0.092271,0.052147,0.654622,0.784263,0.953839,13.779656
0.547939,0.942016,0.894922,0.236245,0.807729,0.195385,0.712529,0.067382,0.101510,0.817290,19.283944
0.178731,0.124137,0.462537,0.760860,0.723208,0.152719,0.932150,0.245647,0.008746,0.855407,12.072236
0.020718,0.504510,0.056850,0.134949,0.048344,0.155909,0.132291,0.861688,0.834280,0.573865,4.653493
0.279277,0.245789,0.175145,0.109876,0.248215,0.640136,0.754514,0.067074,0.377425,0.000573,4.853497
0.677525,0.395017,0.541469,0.403898,0.525051,0.962105,0.943285,0.353935,0.605517,0.718356,14.587330
0.749343,0.751631,0.523470,0.407678,0.503153,0.499727,0.804839,0.206893,0.599798,0.367501,15.998774
0.412413,0.375944,0.373623,0.314545,0.198703,0.016042,0.435538,0.638454,0.147170,0.865197,10.438184
0.790524,0.749225,0.649071,0.301972,0.244492,0.016378,0.227071,0.439026,0.486776,0.466349,12.249601
0.463299,0.415800,0.051346,0.947725,0.897039,0.922747,0.295418,0.053119,0.465089,0.386557,24.126220
0.653432,0.433382,0.598236,0.354774,0.512562,0.477108,0.933977,0.868629,0.479459,0.352482,14.857480
0.165945,0.992100,0.145939,0.711105,0.269609,0.024684,0.218694,0.521091,0.024140,0.403412,18.028640
0.798511,0.460291,0.621773,0.284927,0.050916,0.516998,0.123298,0.438398,0.487517,0.763640,14.240817
0.728664,0.566351,0.067289,0.968129,0.932948,0.377925,0.660616,0.439861,0.722544,0.267106,28.108415
0.142211,0.914995,0.093190,0.383890,0.394399,0.041892,0.302910,0.953560,0.194493,0.569295,11.471031
0.151646,0.547056,0.255148,0.916071,0.000567,0.066228,0.858841,0.265508,0.482665,0.066089,13.864977
0.468307,0.981197,0.924822,0.493482,0.079970,0.459606,0.899405,0.616798,0.979458,0.850594,19.606212
0.558569,0.889170,0.814380,0.330600,0.664941,0.526709,0.667752,0.835359,0.589780,0.682601,18.394404
0.806189,0.778296,0.245297,0.814932,0.433873,0.272189,0.939940,0.300569,0.972761,0.991313,22.094749
0.801674,0.257642,0.824069,0.555014,0.844488,0.218953,0.956177,0.464348,0.153258,0.098597,18.339827
0.542209,0.362993,0.742524,0.419292,0.331213,0.081129,0.162445,0.481174,0.928410,0.066321,12.001409
0.435623,0.815061,0.154046,0.473174,0.030596,0.937594,0.118226,0.235682,0.879106,0.491861,18.190453
0.958274,0.588423,0.405318,0.849450,0.286468,0.610573,0.164894,0.159192,0.327143,0.376848,20.264541
0.796194,0.008490,0.540370,0.492648,0.092315,0.970060,0.808098,0.647970,0.991837,0.002087,5.838928
0.177573,0.133483,0.983701,0.366767,0.685662,0.826757,0.357251,0.571997,0.040430,0.892880,12.383274
0.582864,0.988185,0.614363,0.821430,0.192248,0.169934,0.390864,0.993481,0.107538,0.593370,19.400477
0.615435,0.526087,0.831802,0.284445,0.064943,0.606168,0.259982,0.643464,0.699943,0.096120,12.678288
0.032034,0.852156,0.665009,0.694909,0.810271,0.358752,0.508876,0.293653,0.705657,0.401094,11.453523
0.806966,0.235125,0.984599,0.309326,0.326610,0.240681,0.148721,0.155219,0.079453,0.587683,15.389660
0.448920,0.149327,0.073442,0.770367,0.687726,0.579270,0.718640,0.435335,0.122619,0.644311,17.193523
0.942579,0.552120,0.587671,0.937436,0.209772,0.473228,0.033836,0.156531,0.191489,0.066055,22.476898
0.252182,0.186562,0.497617,0.658329,0.397490,0.709142,0.323580,0.132903,0.326908,0.966697,10.427167
0.422348,0.314788,0.915493,0.566569,0.699855,0.007439,0.783207,0.954290,0.415801,0.486894,17.238849
0.884219,0.240023,0.603922,0.957063,0.907307,0.720784,0.417870,0.770860,0.631538,0.711365,20.466161
0.800209,0.373024,0.002737,0.482798,0.824324,0.501077,0.211062,0.332518,0.658666,0.736545,20.727590
0.889586,0.993631,0.612464,0.612225,0.434938,0.949817,0.800279,0.454953,0.719107,0.547123,12.077843
0.538792,0.755774,0.044514,0.332605,0.407336,0.627043,0.791838,0.474518,0.878234,0.929048,20.265429
0.230945,0.315180,0.590894,0.449271,0.300283,0.652055,0.038710,0.229473,0.904380,0.254142,7.722222
0.265366,0.530743,0.040544,0.952009,0.449250,0.396980,0.430011,0.958637,0.802391,0.273635,20.765319
0.416755,0.501752,0.952597,0.794630,0.640020,0.306204,0.600245,0.051196,0.988868,0.213415,20.194149
0.661289,0.287557,0.115872,0.234833,0.989277,0.560755,0.328587,0.545063,0.200257,0.685084,17.136504
0.946579,0.020691,0.129877,0.749410,0.258193,0.657457,0.671811,0.415576,0.905955,0.204093,12.832301
0.163907,0.097604,0.931741,0.309492,0.542320,0.548681,0.068590,0.982814,0.873221,0.853030,10.776820
0.778665,0.794427,0.944364,0.965144,0.113371,0.451292,0.121439,0.766000,0.779538,0.465297,23.496908
0.122098,0.667998,0.278301,0.083268,0.789000,0.353240,0.387881,0.189300,0.944941,0.725315,9.474445
0.969422,0.766484,0.992123,0.162292,0.342101,0.522087,0.689530,0.194170,0.991114,0.757314,14.662032
0.351383,0.340181,0.389278,0.756756,0.103569,0.512420,0.811809,0.212360,0.190144,0.637489,12.242007
0.066901,0.993022,0.226751,0.657026,0.912883,0.494375,0.770839,0.387276,0.642527,0.199113,13.058249
0.041965,0.452909,0.003722,0.355421,0.987662,0.933920,0.648717,0.415534,0.837519,0.969584,14.288236
0.843022,0.594648,0.561412,0.116494,0.135770,0.494345,0.996136,0.725904,0.340703,0.624947,11.597333
0.032480,0.835227,0.317067,0.312058,0.822165,0.293451,0.858657,0.054913,0.300205,0.964078,9.256104
0.379581,0.153037,0.339941,0.412030,0.074397,0.530962,0.075112,0.308385,0.299820,0.022732,7.405474
0.981254,0.327754,0.711800,0.869505,0.931410,0.602906,0.851570,0.362532,0.095157,0.264200,21.667294
0.182619,0.212310,0.800372,0.231519,0.276515,0.841467,0.550208,0.541306,0.859253,0.811577,8.527956
0.548937,0.577362,0.690482,0.297206,0.552367,0.297546,0.895326,0.752302,0.040737,0.918838,13.566594
0.269048,0.052053,0.068748,0.948984,0.588304,0.106829,0.476977,0.469223,0.361128,0.541964,17.295002
0.264282,0.590854,0.561190,0.794107,0.082009,0.168380,0.648486,0.569015,0.866692,0.630839,13.835376
0.708161,0.169370,0.957292,0.863825,0.509684,0.989647,0.005286,0.522975,0.273314,0.794661,19.122678
0.776262,0.187550,0.547564,0.059372,0.211008,0.666882,0.192472,0.527781,0.344268,0.404521,4.259604
0.287663,0.249031,0.856140,0.124649,0.420224,0.648338,0.497677,0.977816,0.405545,0.191165,6.929033
0.252936,0.128191,0.184358,0.640821,0.119977,0.671024,0.132449,0.040206,0.998145,0.744880,9.839161
0.132962,0.218136,0.959400,0.574575,0.651853,0.717237,0.829971,0.013760,0.106954,0.206333,12.628372
0.144384,0.724314,0.785597,0.868801,0.325112,0.411127,0.659520,0.680315,0.443412,0.201549,14.721581
0.353178,0.869951,0.858114,0.662304,0.489913,0.949143,0.437451,0.252111,0.433293,0.158605,19.348681
0.781393,0.833690,0.748324,0.524282,0.203840,0.110416,0.287210,0.283446,0.177060,0.769054,14.712722
0.065295,0.454429,0.303196,0.224316,0.200924,0.863848,0.839468,0.963508,0.269639,0.480350,5.237117
0.438129,0.133487,0.781008,0.645220,0.384582,0.986493,0.551747,0.641888,0.144692,0.267676,11.253496
0.098835,0.862002,0.516481,0.310217,0.403715,0.062968,0.957154,0.107119,0.898776,0.252099,8.327171
0.244294,0.957679,0.931372,0.855850,0.574414,0.924431,0.921827,0.627519,0.977452,0.003371,22.718670
0.689638,0.553872,0.567951,0.001461,0.193419,0.108466,0.306338,0.764162,0.251168,0.804593,10.165490
0.586192,0.628847,0.669836,0.960654,0.565216,0.356888,0.379922,0.624619,0.890257,0.324715,22.758658
0.758927,0.532486,0.493151,0.430823,0.562435,0.689729,0.103192,0.895925,0.231304,0.866552,15.938892
0.204959,0.412360,0.995956,0.072604,0.680961,0.975927,0.441281,0.135721,0.738024,0.218470,12.306015
0.918203,0.409138,0.991316,0.643019,0.889802,0.893103,0.093483,0.923567,0.611774,0.093510,25.393986
0.250317,0.598323,0.746418,0.938272,0.241210,0.476012,0.277082,0.167038,0.757326,0.728665,17.374016
0.992257,0.795722,0.887468,0.100094,0.503700,0.229329,0.575675,0.000093,0.696379,0.934655,12.143527
0.753327,0.556287,0.164294,0.738901,0.980705,0.571704,0.667299,0.192545,0.822314,0.234220,24.828620
0.827277,0.197645,0.295000,0.061275,0.449467,0.618646,0.031491,0.725744,0.724062,0.366642,8.790587
0.756589,0.761093,0.834746,0.431823,0.687917,0.833620,0.159069,0.378086,0.171375,0.035130,20.588913
0.420357,0.084827,0.157534,0.073213,0.415053,0.434618,0.699688,0.166189,0.713697,0.713722,7.985766
0.883829,0.530866,0.900914,0.591683,0.961891,0.585620,0.330049,0.453055,0.828776,0.594270,23.522634
0.449059,0.172135,0.836690,0.445076,0.315730,0.606281,0.926213,0.798302,0.835624,0.196270,10.111622
0.295534,0.772558,0.464868,0.091025,0.581403,0.796602,0.126779,0.053792,0.737004,0.533543,11.214531
0.394607,0.649655,0.712449,0.816704,0.052832,0.179793,0.875799,0.798943,0.240483,0.050758,15.543037
0.858303,0.543671,0.074173,0.539003,0.083568,0.525076,0.093537,0.261140,0.548907,0.828110,20.496747
0.837901,0.139712,0.790028,0.698776,0.089383,0.147822,0.442348,0.422122,0.633854,0.080157,13.029481
0.760140,0.460899,0.681339,0.992752,0.337681,0.033106,0.011530,0.027322,0.664882,0.024207,21.279430
0.322497,0.757559,0.807972,0.585841,0.082633,0.190422,0.953089,0.098261,0.783650,0.539031,14.880991
0.371539,0.787466,0.748472,0.604871,0.719225,0.988403,0.312844,0.672179,0.794690,0.504020,18.624435
0.159274,0.545775,0.147944,0.668144,0.540013,0.287184,0.522222,0.767987,0.150577,0.824357,15.362818
0.288977,0.621655,0.042460,0.379445,0.040383,0.434690,0.026251,0.599212,0.002796,0.261285,13.557424
0.341489,0.361467,0.515891,0.530035,0.405183,0.563002,0.235802,0.149273,0.269409,0.227845,12.032889
0.321640,0.661324,0.366211,0.821578,0.785140,0.375326,0.041873,0.714288,0.625017,0.053037,18.964107
0.856026,0.558262,0.618091,0.786523,0.016994,0.624398,0.636245,0.938597,0.924642,0.184766,19.196844
0.064515,0.267811,0.046987,0.122410,0.391677,0.834898,0.124264,0.555793,0.529290,0.004972,7.284348
0.856946,0.177445,0.948445,0.498447,0.930900,0.515663,0.378088,0.763853,0.528321,0.064166,17.709462
0.267799,0.154861,0.065531,0.696645,0.619075,0.295151,0.170871,0.571420,0.669495,0.730552,14.644814
0.242716,0.419800,0.716991,0.368257,0.725229,0.528321,0.213874,0.309585,0.778295,0.082168,11.719271
0.873444,0.822037,0.291625,0.982208,0.389881,0.354676,0.750293,0.757658,0.866273,0.042319,19.792660
0.675751,0.339931,0.683183,0.293833,0.959218,0.911433,0.023264,0.084607,0.377271,0.411192,15.423676
0.279788,0.290601,0.575709,0.814722,0.505216,0.918051,0.772037,0.730780,0.368372,0.556090,12.687578
0.982300,0.331551,0.972476,0.465683,0.831753,0.061530,0.688257,0.037541,0.686827,0.057523,21.814036
0.852965,0.238817,0.916486,0.208937,0.765046,0.355063,0.828526,0.257717,0.315074,0.708878,14.796441
0.141416,0.102176,0.094575,0.599855,0.526211,0.721252,0.787373,0.544378,0.606456,0.198619,12.805912
0.593318,0.630874,0.197990,0.216782,0.404995,0.323020,0.225718,0.882383,0.854814,0.723361,17.400549
0.611875,0.504886,0.758398,0.327441,0.389341,0.461713,0.500684,0.407197,0.552550,0.864016,14.200517
0.891824,0.010672,0.184829,0.820349,0.997263,0.029398,0.106746,0.778633,0.112015,0.127907,13.613975
0.244386,0.377291,0.472273,0.702839,0.263887,0.283649,0.979002,0.119701,0.724778,0.415511,9.916599
0.003074,0.621058,0.213702,0.367905,0.792083,0.133926,0.057945,0.311228,0.070913,0.123174,7.642393
0.286836,0.539229,0.225844,0.397002,0.477347,0.838065,0.586557,0.756521,0.407279,0.170601,12.250937
0.722954,0.941600,0.606568,0.505853,0.073502,0.451292,0.335191,0.418269,0.092225,0.933778,13.420531
0.293948,0.519680,0.407248,0.747145,0.829583,0.630478,0.778018,0.337492,0.492376,0.395497,14.550060
0.435371,0.790732,0.046358,0.693686,0.116513,0.128786,0.780307,0.017969,0.042159,0.192939,21.671780
0.203182,0.390590,0.884540,0.088380,0.871235,0.027270,0.153992,0.455629,0.320378,0.745161,10.590693
0.099946,0.175508,0.218604,0.897494,0.355795,0.817398,0.509076,0.183404,0.572042,0.485386,13.492438
0.561371,0.902418,0.621179,0.983920,0.831392,0.290401,0.963129,0.115829,0.304006,0.554531,23.427432
0.793811,0.985147,0.780243,0.342609,0.237426,0.862834,0.912724,0.736658,0.528608,0.407457,12.849917
0.614509,0.124137,0.102475,0.370563,0.691108,0.018054,0.822257,0.507399,0.993191,0.580844,14.093870
0.064840,0.289350,0.574087,0.934962,0.714653,0.453108,0.255244,0.807325,0.402855,0.597850,11.476777
0.420738,0.624484,0.808070,0.869580,0.656771,0.830282,0.641749,0.759495,0.746019,0.675909,20.170621
0.761084,0.854202,0.089655,0.522212,0.145181,0.783531,0.579280,0.636777,0.568761,0.146932,17.458319
0.772300,0.887338,0.569482,0.792299,0.856835,0.953288,0.890540,0.108355,0.839186,0.807077,20.323459
0.223028,0.780528,0.776269,0.429875,0.563915,0.960628,0.054773,0.622218,0.022961,0.557909,14.648839
0.457181,0.417704,0.891607,0.641936,0.173915,0.215907,0.561660,0.994692,0.228110,0.606731,17.184631
0.325778,0.662543,0.907860,0.650190,0.898522,0.520209,0.657259,0.561153,0.017499,0.818773,20.577583
0.344683,0.407472,0.663583,0.981598,0.902249,0.566268,0.434148,0.029940,0.804585,0.784076,19.209543
0.406231,0.763105,0.544500,0.146612,0.660919,0.093497,0.550614,0.572913,0.344717,0.630353,13.700603
0.561794,0.808742,0.098253,0.830614,0.882287,0.766491,0.807232,0.313695,0.336852,0.923826,25.519668
0.120186,0.843308,0.777219,0.398670,0.148952,0.587611,0.773145,0.849764,0.271901,0.898994,10.554333
0.164245,0.752333,0.000978,0.667716,0.513899,0.600392,0.907339,0.389286,0.998443,0.116784,16.515914
0.979651,0.387187,0.202059,0.081214,0.193333,0.611890,0.823561,0.823325,0.025485,0.945344,12.603612
0.648285,0.080104,0.629862,0.073163,0.737730,0.054324,0.407791,0.177189,0.629537,0.195900,6.621522
0.582462,0.443314,0.411135,0.143648,0.729976,0.220511,0.279800,0.016818,0.495269,0.442695,12.378424
0.714315,0.449025,0.139731,0.403219,0.863016,0.671393,0.596312,0.344550,0.555464,0.092070,19.982506
0.872448,0.724988,0.826006,0.922829,0.923090,0.981982,0.565421,0.932485,0.066794,0.777740,27.439870
0.674632,0.262799,0.970297,0.198439,0.453866,0.089187,0.132666,0.931387,0.357879,0.930611,14.297925
0.202619,0.915819,0.401312,0.467193,0.927167,0.464255,0.204917,0.996111,0.907638,0.678033,15.533470
0.379830,0.218871,0.421900,0.825167,0.979544,0.317756,0.467728,0.546113,0.976433,0.375981,16.136643
0.190387,0.447489,0.891401,0.545189,0.307098,0.592555,0.725987,0.168694,0.578807,0.047786,13.244325
0.043001,0.817461,0.431160,0.284761,0.052900,0.451739,0.682049,0.832000,0.398360,0.534182,3.680000
0.927684,0.905043,0.740916,0.499658,0.513391,0.915171,0.075179,0.833958,0.639062,0.878181,14.602983
0.827323,0.102338,0.193385,0.519424,0.973678,0.171620,0.546125,0.734548,0.491306,0.731229,13.749335
0.606494,0.233865,0.426021,0.826334,0.874733,0.539360,0.876643,0.848076,0.177217,0.681532,16.954996
0.228908,0.750271,0.959767,0.022919,0.785608,0.588612,0.719183,0.428689,0.680745,0.994468,13.743547
0.453574,0.700112,0.402659,0.938194,0.235950,0.405085,0.779886,0.146544,0.792404,0.365086,20.400198
0.084353,0.840681,0.180449,0.629175,0.327891,0.159217,0.992151,0.678747,0.659555,0.014832,12.200535
0.335051,0.988873,0.937059,0.686747,0.404935,0.150341,0.072862,0.651302,0.937067,0.072753,20.536690
0.397930,0.456726,0.594171,0.039435,0.590633,0.772571,0.268517,0.429961,0.608961,0.288804,8.547021
0.546726,0.016166,0.158337,0.892177,0.037788,0.330882,0.033911,0.605167,0.729637,0.662314,9.101970
0.598223,0.691406,0.507361,0.291868,0.129988,0.882491,0.337721,0.735425,0.512206,0.629516,12.490519
0.647271,0.283566,0.451864,0.545692,0.457885,0.810259,0.912919,0.695280,0.441406,0.356938,14.160530
0.401653,0.390496,0.195989,0.769107,0.656727,0.026218,0.615583,0.274900,0.780248,0.963524,19.469949
0.063481,0.627819,0.973357,0.494898,0.532197,0.384474,0.149917,0.623641,0.915318,0.505805,13.226572
0.834088,0.320116,0.576804,0.493907,0.749764,0.790528,0.532141,0.681563,0.000655,0.643549,15.677528
0.682339,0.792405,0.368681,0.695502,0.883020,0.663570,0.867788,0.755567,0.390154,0.727689,21.089944
0.038316,0.673011,0.167920,0.899767,0.175907,0.746473,0.852482,0.268322,0.182556,0.523585,13.853536
0.460686,0.394067,0.140354,0.826468,0.611387,0.185689,0.246625,0.951640,0.683526,0.739361,20.315879
0.830308,0.222197,0.940605,0.546182,0.901518,0.572594,0.103103,0.404901,0.260728,0.684469,17.879729
0.915997,0.186602,0.761498,0.722421,0.932161,0.177899,0.945024,0.389077,0.968628,0.171857,19.035758
0.694598,0.343325,0.607938,0.686437,0.102221,0.860450,0.939579,0.106211,0.710615,0.369231,14.183565
0.025659,0.645821,0.518935,0.956259,0.949577,0.558685,0.015632,0.320441,0.487768,0.680103,15.160957
0.194160,0.628128,0.119978,0.675427,0.512310,0.576965,0.926319,0.113197,0.481217,0.484249,15.307321
0.046890,0.521543,0.704686,0.581977,0.269134,0.037691,0.838563,0.210186,0.307580,0.325246,7.918736
0.327766,0.107222,0.728932,0.366110,0.886099,0.817539,0.475856,0.845875,0.524525,0.238149,10.496906
0.426250,0.851559,0.045792,0.959800,0.265754,0.846605,0.697126,0.643312,0.109105,0.950387,24.211127
0.353860,0.456633,0.615719,0.947975,0.122014,0.591735,0.472888,0.060142,0.732502,0.131634,14.960506
0.478014,0.271682,0.129776,0.844702,0.526783,0.856453,0.348316,0.162790,0.136850,0.330893,18.450572
0.428152,0.058369,0.324455,0.772926,0.506439,0.792296,0.449780,0.442201,0.298650,0.167590,9.965430
0.492712,0.337891,0.337285,0.740802,0.669315,0.541349,0.339536,0.588321,0.964535,0.796602,15.630752
0.613648,0.177775,0.128897,0.958005,0.910487,0.967634,0.812418,0.428107,0.332295,0.136125,21.687455
0.851013,0.882490,0.042875,0.801621,0.372504,0.229573,0.647340,0.232090,0.958461,0.131128,22.593276
0.827076,0.799312,0.868485,0.069243,0.005570,0.339930,0.033789,0.204091,0.633005,0.555546,10.739355
0.182149,0.100369,0.303262,0.851122,0.524792,0.383068,0.586434,0.995100,0.490629,0.499584,14.281631
0.222086,0.449004,0.637322,0.441064,0.949458,0.643146,0.149705,0.006365,0.366294,0.515314,10.152800
0.738748,0.167709,0.368834,0.209151,0.958692,0.525828,0.805385,0.172874,0.543365,0.816356,10.970941
0.062916,0.200181,0.143213,0.841167,0.007084,0.304869,0.092604,0.377156,0.008115,0.089851,10.740762
0.244748,0.262390,0.160151,0.717545,0.463186,0.024225,0.165059,0.471661,0.518681,0.087092,12.113411
0.899852,0.480080,0.320849,0.746827,0.363187,0.627735,0.483833,0.378910,0.862738,0.942138,20.178474
0.325434,0.618612,0.510928,0.775518,0.669784,0.453573,0.899651,0.553800,0.729556,0.392496,16.414805
0.439537,0.120930,0.468772,0.063322,0.687483,0.198321,0.787212,0.728303,0.925795,0.655396,5.558941
0.966620,0.956691,0.926087,0.325823,0.172544,0.576648,0.566875,0.614809,0.740995,0.881559,11.654961
0.799403,0.657247,0.585177,0.640358,0.236272,0.550659,0.236455,0.166564,0.653320,0.702470,17.248288
0.244521,0.577605,0.894522,0.203187,0.555944,0.308061,0.417875,0.489103,0.644606,0.737115,12.737326
0.808242,0.289843,0.941898,0.571044,0.261038,0.253896,0.810763,0.774931,0.611213,0.725030,17.161078
0.180460,0.446827,0.824869,0.860614,0.438796,0.186795,0.174331,0.069882,0.055438,0.246489,16.331168
0.527000,0.497701,0.112513,0.490327,0.895383,0.326877,0.579579,0.558312,0.914981,0.243027,19.067095
0.149240,0.812321,0.752749,0.098556,0.793234,0.397132,0.790586,0.862978,0.547979,0.173266,10.530211
0.554210,0.606580,0.939727,0.884825,0.518624,0.505915,0.568921,0.349313,0.210586,0.739981,23.487783
0.704953,0.372193,0.514335,0.184656,0.637427,0.394346,0.060881,0.837854,0.750607,0.997546,12.456638
0.278130,0.302104,0.922545,0.645407,0.814673,0.855186,0.573852,0.109481,0.066408,0.835184,16.040250
0.163005,0.210051,0.727958,0.898540,0.867592,0.022841,0.149215,0.577188,0.779221,0.729767,14.645416
0.024030,0.302791,0.477969,0.653755,0.734922,0.192851,0.612080,0.196333,0.004912,0.415584,9.970040
0.470097,0.210417,0.593485,0.092929,0.967415,0.145184,0.048416,0.150932,0.151787,0.207246,10.122184
0.700402,0.460345,0.466553,0.660183,0.053503,0.605837,0.746021,0.089237,0.112710,0.402696,16.405178
0.129502,0.180707,0.120957,0.721671,0.446491,0.722999,0.661718,0.925531,0.759952,0.932402,13.505850
0.729681,0.037023,0.571884,0.431449,0.337313,0.536148,0.660337,0.455343,0.876873,0.811259,8.274793
0.776649,0.103630,0.764360,0.282045,0.100459,0.284450,0.789837,0.683042,0.625348,0.140611,7.153089
0.664923,0.981984,0.150128,0.286713,0.128807,0.839991,0.591401,0.700626,0.366727,0.967676,14.940208
0.721574,0.839646,0.066018,0.742112,0.655156,0.805362,0.214618,0.666951,0.596203,0.128203,23.515817
0.017089,0.097168,0.968886,0.118650,0.275462,0.423862,0.359016,0.326639,0.366691,0.306945,5.911843
0.924020,0.212013,0.027042,0.941513,0.888102,0.778521,0.025646,0.990100,0.930185,0.422460,23.718549
